"B문14. 평소에 이용하시는 온라인동영상서비스(OTT) 중에서 현재 월 정액제로 이용하거나 추가 요금을 지불하고 이용한 적이 있는 서비스를 모두 말씀해 주세요. (복수응답)","(M)2 B문14. 평소에 이용하시는 온라인동영상서비스(OTT) 중에서 현재 월 정액제로 이용하거나 추가 요금을 지불하고 이용한 적이 있는 서비스를 모두 말씀해 주세요. (복수응답)","(M)3 B문14. 평소에 이용하시는 온라인동영상서비스(OTT) 중에서 현재 월 정액제로 이용하거나 추가 요금을 지불하고 이용한 적이 있는 서비스를 모두 말씀해 주세요. (복수응답)","(M)4 B문14. 평소에 이용하시는 온라인동영상서비스(OTT) 중에서 현재 월 정액제로 이용하거나 추가 요금을 지불하고 이용한 적이 있는 서비스를 모두 말씀해 주세요. (복수응답)","(M)5 B문14. 평소에 이용하시는 온라인동영상서비스(OTT) 중에서 현재 월 정액제로 이용하거나 추가 요금을 지불하고 이용한 적이 있는 서비스를 모두 말씀해 주세요. (복수응답)","(M)6 B문14. 평소에 이용하시는 온라인동영상서비스(OTT) 중에서 현재 월 정액제로 이용하거나 추가 요금을 지불하고 이용한 적이 있는 서비스를 모두 말씀해 주세요. (복수응답)","(M)7 B문14. 평소에 이용하시는 온라인동영상서비스(OTT) 중에서 현재 월 정액제로 이용하거나 추가 요금을 지불하고 이용한 적이 있는 서비스를 모두 말씀해 주세요. (복수응답)","(M)8 B문14. 평소에 이용하시는 온라인동영상서비스(OTT) 중에서 현재 월 정액제로 이용하거나 추가 요금을 지불하고 이용한 적이 있는 서비스를 모두 말씀해 주세요. (복수응답)","(M)9 B문14. 평소에 이용하시는 온라인동영상서비스(OTT) 중에서 현재 월 정액제로 이용하거나 추가 요금을 지불하고 이용한 적이 있는 서비스를 모두 말씀해 주세요. (복수응답)","(M)10 B문14. 평소에 이용하시는 온라인동영상서비스(OTT) 중에서 현재 월 정액제로 이용하거나 추가 요금을 지불하고 이용한 적이 있는 서비스를 모두 말씀해 주세요. (복수응답)","(M)11 B문14. 평소에 이용하시는 온라인동영상서비스(OTT) 중에서 현재 월 정액제로 이용하거나 추가 요금을 지불하고 이용한 적이 있는 서비스를 모두 말씀해 주세요. (복수응답)","(M)12 B문14. 평소에 이용하시는 온라인동영상서비스(OTT) 중에서 현재 월 정액제로 이용하거나 추가 요금을 지불하고 이용한 적이 있는 서비스를 모두 말씀해 주세요. (복수응답)","(M)13 B문14. 평소에 이용하시는 온라인동영상서비스(OTT) 중에서 현재 월 정액제로 이용하거나 추가 요금을 지불하고 이용한 적이 있는 서비스를 모두 말씀해 주세요. (복수응답)","(M)14 B문14. 평소에 이용하시는 온라인동영상서비스(OTT) 중에서 현재 월 정액제로 이용하거나 추가 요금을 지불하고 이용한 적이 있는 서비스를 모두 말씀해 주세요. (복수응답)","(M)15 B문14. 평소에 이용하시는 온라인동영상서비스(OTT) 중에서 현재 월 정액제로 이용하거나 추가 요금을 지불하고 이용한 적이 있는 서비스를 모두 말씀해 주세요. (복수응답)","(M)16 B문14. 평소에 이용하시는 온라인동영상서비스(OTT) 중에서 현재 월 정액제로 이용하거나 추가 요금을 지불하고 이용한 적이 있는 서비스를 모두 말씀해 주세요. (복수응답)","(M)17 B문14. 평소에 이용하시는 온라인동영상서비스(OTT) 중에서 현재 월 정액제로 이용하거나 추가 요금을 지불하고 이용한 적이 있는 서비스를 모두 말씀해 주세요. (복수응답)","(M)18 B문14. 평소에 이용하시는 온라인동영상서비스(OTT) 중에서 현재 월 정액제로 이용하거나 추가 요금을 지불하고 이용한 적이 있는 서비스를 모두 말씀해 주세요. (복수응답)","(M)19 B문14. 평소에 이용하시는 온라인동영상서비스(OTT) 중에서 현재 월 정액제로 이용하거나 추가 요금을 지불하고 이용한 적이 있는 서비스를 모두 말씀해 주세요. (복수응답)","(M)20 B문14. 평소에 이용하시는 온라인동영상서비스(OTT) 중에서 현재 월 정액제로 이용하거나 추가 요금을 지불하고 이용한 적이 있는 서비스를 모두 말씀해 주세요. (복수응답)","(M)21 B문14. 평소에 이용하시는 온라인동영상서비스(OTT) 중에서 현재 월 정액제로 이용하거나 추가 요금을 지불하고 이용한 적이 있는 서비스를 모두 말씀해 주세요. (복수응답)","(M)22 B문14. 평소에 이용하시는 온라인동영상서비스(OTT) 중에서 현재 월 정액제로 이용하거나 추가 요금을 지불하고 이용한 적이 있는 서비스를 모두 말씀해 주세요. (복수응답)","B문14-1. 귀하께서 이용하시는 온라인동영상서비스(OTT)의 요금은 한 달에 얼마인가요?","B문15. 귀하께서는 광고형 요금제를 이용하고 계신가요?","B문15-1. 귀하께서는 광고형 요금제를 계속해서 이용하실 의향이 있으신가요?","B문15-2. 귀하께서 광고형 요금제를 계속해서 이용하고 싶지 않은 이유는 무엇인가요?","B문16. 귀하께서는 향후 광고형 요금제를 이용하실 의향이 있으신가요? 어느 정도 이용하고 싶으신지 말씀해 주세요.","B문17. 온라인동영상서비스(OTT)를 얼마나 자주 이용하시나요?","B문18. 평소에 이용하는 온라인동영상서비스(OTT)를 어떤 기기를 통해 이용하였는지 모두 말씀해 주세요.  (복수응답)","(M)2 B문18. 평소에 이용하는 온라인동영상서비스(OTT)를 어떤 기기를 통해 이용하였는지 모두 말씀해 주세요.  (복수응답)","(M)3 B문18. 평소에 이용하는 온라인동영상서비스(OTT)를 어떤 기기를 통해 이용하였는지 모두 말씀해 주세요.  (복수응답)","(M)4 B문18. 평소에 이용하는 온라인동영상서비스(OTT)를 어떤 기기를 통해 이용하였는지 모두 말씀해 주세요.  (복수응답)","(M)5 B문18. 평소에 이용하는 온라인동영상서비스(OTT)를 어떤 기기를 통해 이용하였는지 모두 말씀해 주세요.  (복수응답)","B문19. 평소 주중(월~금)에 온라인동영상서비스(OTT)를 주로 언제 이용하나요?","B문20. 평소 주말(토~일)에 온라인동영상서비스(OTT)를 주로 언제 이용하나요?","B문21. 최근 일주일 동안 온라인동영상서비스(OTT)를 이용하신 적이 있으신가요?","B문21-0. 일 평균 OTT 이용 시간 - 주중","B문21-0. 일 평균 OTT 이용 시간 - 주말","B문23. 평소에 온라인동영상서비스(OTT)를 이용하여 시청하신 프로그램 유형을 모두 말씀해 주세요. (복수응답)","(M)2 B문23. 평소에 온라인동영상서비스(OTT)를 이용하여 시청하신 프로그램 유형을 모두 말씀해 주세요. (복수응답)","(M)3 B문23. 평소에 온라인동영상서비스(OTT)를 이용하여 시청하신 프로그램 유형을 모두 말씀해 주세요. (복수응답)","(M)4 B문23. 평소에 온라인동영상서비스(OTT)를 이용하여 시청하신 프로그램 유형을 모두 말씀해 주세요. (복수응답)","(M)5 B문23. 평소에 온라인동영상서비스(OTT)를 이용하여 시청하신 프로그램 유형을 모두 말씀해 주세요. (복수응답)","(M)6 B문23. 평소에 온라인동영상서비스(OTT)를 이용하여 시청하신 프로그램 유형을 모두 말씀해 주세요. (복수응답)","B문23-1. 평소에 온라인동영상서비스(OTT)로 시청한 적이 있는 지상파 방송 또는 유료방송 프로그램 유형을 모두 말씀해 주세요. (복수응답)","(M)2 B문23-1. 평소에 온라인동영상서비스(OTT)로 시청한 적이 있는 지상파 방송 또는 유료방송 프로그램 유형을 모두 말씀해 주세요. (복수응답)","(M)3 B문23-1. 평소에 온라인동영상서비스(OTT)로 시청한 적이 있는 지상파 방송 또는 유료방송 프로그램 유형을 모두 말씀해 주세요. (복수응답)","(M)4 B문23-1. 평소에 온라인동영상서비스(OTT)로 시청한 적이 있는 지상파 방송 또는 유료방송 프로그램 유형을 모두 말씀해 주세요. (복수응답)","(M)5 B문23-1. 평소에 온라인동영상서비스(OTT)로 시청한 적이 있는 지상파 방송 또는 유료방송 프로그램 유형을 모두 말씀해 주세요. (복수응답)","(M)6 B문23-1. 평소에 온라인동영상서비스(OTT)로 시청한 적이 있는 지상파 방송 또는 유료방송 프로그램 유형을 모두 말씀해 주세요. (복수응답)","B문24_1. OTT에서 보고 싶은 프로그램을 검색하여 시청한다","B문24_2. OTT 서비스에서 추천하는 프로그램을 시청한다","B문26_2. 프로그램 시리즈 전체 혹은 일부를 몰아서 보는 것을 좋아한다","성별","연령","가구소득","가족구성"
1,10,,,,,,,,,,,,,,,,,,,,,6,,,,,3,3,4,,,,6,6,1,120,120,2,3,4,5,6,,5,6,,,,,4,3,5,2,6,4,3
1,10,,,,,,,,,,,,,,,,,,,,,7,,,,,1,4,,,,,8,6,1,120,0,5,,,,,,,,,,,,4,3,4,1,3,4,3
1,10,20,,,,,,,,,,,,,,,,,,,,5,2,,,3,1,1,4,,,,6,6,1,60,60,3,5,6,,,,,,,,,,4,4,1,1,4,7,3
1,10,20,,,,,,,,,,,,,,,,,,,,5,2,,,3,4,1,4,,,,5,5,1,60,120,4,5,,,,,,,,,,,4,3,2,1,6,7,3
1,10,20,,,,,,,,,,,,,,,,,,,,5,2,,,4,1,1,4,,,,6,6,1,120,120,3,6,,,,,,,,,,,5,5,2,2,4,7,3
1,10,20,,,,,,,,,,,,,,,,,,,,7,2,,,1,4,1,4,,,,6,5,1,60,180,1,3,5,6,,,2,6,,,,,4,4,4,2,4,5,3
1,10,20,,,,,,,,,,,,,,,,,,,,8,1,4,,,1,1,3,4,,,4,6,1,60,120,2,3,6,,,,2,5,,,,,4,4,4,1,4,4,3
1,10,20,,,,,,,,,,,,,,,,,,,,8,2,,,2,1,4,,,,,6,6,1,150,150,2,3,4,5,6,,2,,,,,,4,3,4,2,4,7,4
1,10,20,22,,,,,,,,,,,,,,,,,,,6,1,3,,,3,4,5,,,,5,8,1,120,0,3,4,5,,,,,,,,,,4,2,5,2,2,3,1
1,10,20,22,,,,,,,,,,,,,,,,,,,6,1,4,,,1,4,,,,,3,3,1,120,120,1,2,4,5,6,,5,,,,,,4,4,4,1,3,3,3
1,10,20,22,,,,,,,,,,,,,,,,,,,7,1,3,,,3,1,4,,,,6,6,1,60,60,1,2,3,5,,,2,5,,,,,4,2,4,1,4,7,3
1,10,20,22,,,,,,,,,,,,,,,,,,,7,2,,,2,3,1,4,,,,6,6,1,90,90,2,3,4,5,,,2,5,6,,,,4,3,4,1,4,6,3
1,10,20,22,,,,,,,,,,,,,,,,,,,7,2,,,3,2,4,5,,,,6,6,1,60,60,1,2,5,6,,,2,3,,,,,3,3,3,1,5,5,1
1,10,20,25,,,,,,,,,,,,,,,,,,,7,2,,,2,1,3,4,,,,6,6,1,180,180,2,3,5,6,,,2,5,,,,,4,4,4,1,3,4,1
1,14,20,22,,,,,,,,,,,,,,,,,,,7,2,,,2,1,4,,,,,5,3,1,60,60,1,3,5,,,,1,3,,,,,3,3,4,1,5,7,4
1,2,,,,,,,,,,,,,,,,,,,,,1,2,,,3,3,4,,,,,6,2,2,,,2,3,,,,,2,,,,,,4,1,3,2,2,3,5
1,2,,,,,,,,,,,,,,,,,,,,,3,1,4,,,1,4,,,,,5,4,1,30,50,2,5,6,,,,2,5,,,,,2,3,2,2,2,3,1
1,2,,,,,,,,,,,,,,,,,,,,,3,1,4,,,1,4,,,,,5,4,1,40,40,2,3,5,6,,,2,5,,,,,4,4,3,2,6,7,3
1,2,,,,,,,,,,,,,,,,,,,,,3,1,4,,,4,1,,,,,6,6,2,,,3,4,5,,,,,,,,,,4,3,3,1,3,4,2
1,2,,,,,,,,,,,,,,,,,,,,,3,2,,,3,2,4,,,,,3,8,1,120,0,1,3,5,,,,2,5,,,,,4,5,2,1,5,1,5
1,2,,,,,,,,,,,,,,,,,,,,,3,2,,,3,4,4,,,,,3,8,1,60,0,1,5,,,,,2,5,,,,,3,4,3,2,4,5,3
1,2,,,,,,,,,,,,,,,,,,,,,3,2,,,3,4,4,,,,,6,8,1,60,0,1,3,5,,,,2,3,5,,,,4,4,2,1,4,5,3
1,2,,,,,,,,,,,,,,,,,,,,,4,2,,,1,1,4,5,,,,6,6,1,60,180,1,2,3,4,6,,2,5,,,,,5,3,5,2,3,7,3
1,2,,,,,,,,,,,,,,,,,,,,,4,2,,,4,1,4,,,,,5,2,1,240,780,3,,,,,,,,,,,,4,2,4,2,1,2,3
1,2,,,,,,,,,,,,,,,,,,,,,5,2,,,1,4,4,,,,,3,6,1,30,120,1,2,3,5,6,,2,,,,,,4,2,2,1,5,7,2
1,2,,,,,,,,,,,,,,,,,,,,,5,2,,,2,1,4,,,,,6,6,1,60,120,4,5,,,,,,,,,,,3,2,2,2,3,3,1
1,2,,,,,,,,,,,,,,,,,,,,,5,2,,,4,1,4,,,,,6,6,1,120,240,1,2,3,4,5,6,2,4,,,,,4,3,4,2,4,5,3
1,2,,,,,,,,,,,,,,,,,,,,,6,1,3,,,4,3,4,,,,6,6,1,60,120,3,,,,,,,,,,,,4,4,3,1,4,4,3
1,2,,,,,,,,,,,,,,,,,,,,,6,2,,,2,1,1,3,4,5,,5,3,1,60,120,1,2,3,4,5,,2,4,5,,,,5,5,5,2,2,3,1
1,2,,,,,,,,,,,,,,,,,,,,,6,2,,,2,1,1,4,,,,5,6,1,120,120,1,2,3,4,5,6,2,3,5,,,,4,3,3,1,3,5,2
1,2,,,,,,,,,,,,,,,,,,,,,6,2,,,2,3,1,2,4,,,2,2,1,60,120,1,2,4,5,,,1,2,5,,,,4,4,4,1,4,4,3
1,2,,,,,,,,,,,,,,,,,,,,,6,2,,,2,3,4,5,,,,5,6,1,120,180,2,3,4,5,6,,5,6,,,,,5,4,5,2,2,3,5
1,2,,,,,,,,,,,,,,,,,,,,,6,2,,,4,4,3,,,,,8,6,2,,,1,2,3,4,5,6,1,2,3,4,5,6,4,3,5,2,2,3,1
1,2,,,,,,,,,,,,,,,,,,,,,7,2,,,1,1,5,,,,,6,6,1,120,180,3,4,5,,,,,,,,,,4,3,4,2,2,3,1
1,2,,,,,,,,,,,,,,,,,,,,,7,2,,,1,2,4,,,,,5,6,1,120,300,1,2,3,5,,,1,2,,,,,5,1,5,1,4,7,5
1,2,,,,,,,,,,,,,,,,,,,,,7,2,,,1,3,4,,,,,8,8,2,,,1,2,4,,,,2,5,,,,,1,1,1,1,5,2,1
1,2,,,,,,,,,,,,,,,,,,,,,7,2,,,2,2,1,4,5,,,1,3,1,60,120,2,3,4,5,6,,2,5,,,,,5,3,4,1,3,5,3
1,2,,,,,,,,,,,,,,,,,,,,,7,2,,,3,1,1,2,3,4,5,6,4,1,180,120,2,3,,,,,3,5,,,,,5,1,5,2,3,5,2
1,2,,,,,,,,,,,,,,,,,,,,,8,2,,,1,1,1,4,,,,6,6,1,60,120,1,2,3,6,,,2,5,,,,,3,3,3,2,3,6,2
1,2,,,,,,,,,,,,,,,,,,,,,8,2,,,2,1,4,,,,,6,5,1,60,120,4,5,,,,,,,,,,,3,2,2,1,4,4,2
1,2,,,,,,,,,,,,,,,,,,,,,8,2,,,2,2,1,4,,,,4,6,1,120,120,1,2,3,4,5,6,2,5,,,,,4,3,2,2,3,5,2
1,2,,,,,,,,,,,,,,,,,,,,,8,2,,,2,3,4,5,,,,3,5,1,60,120,2,3,4,5,6,,1,4,,,,,5,3,4,2,4,5,3
1,2,,,,,,,,,,,,,,,,,,,,,8,2,,,3,1,4,5,,,,2,6,1,180,180,3,5,,,,,,,,,,,3,3,2,1,5,5,3
1,2,,,,,,,,,,,,,,,,,,,,,8,2,,,4,3,1,4,,,,6,4,1,90,60,3,5,6,,,,,,,,,,4,3,4,1,5,7,2
1,2,10,,,,,,,,,,,,,,,,,,,,3,2,,,4,2,5,,,,,6,4,1,180,300,3,,,,,,,,,,,,2,3,4,2,3,4,1
1,2,10,,,,,,,,,,,,,,,,,,,,4,2,,,2,3,3,4,,,,5,6,1,60,120,1,2,5,6,,,2,,,,,,4,3,5,2,5,2,1
1,2,10,,,,,,,,,,,,,,,,,,,,6,2,,,2,3,3,4,,,,3,6,1,120,60,2,3,4,5,6,,2,,,,,,5,2,4,1,2,5,3
1,2,10,,,,,,,,,,,,,,,,,,,,6,2,,,3,2,1,4,,,,8,5,1,60,120,1,,,,,,5,,,,,,3,4,2,1,4,5,3
1,2,10,,,,,,,,,,,,,,,,,,,,7,2,,,3,1,4,,,,,6,7,1,60,60,5,6,,,,,,,,,,,5,3,5,2,3,3,1
1,2,10,11,20,22,,,,,,,,,,,,,,,,,7,2,,,1,1,4,,,,,6,5,1,30,60,2,3,5,6,,,5,,,,,,4,1,5,2,3,3,1
1,2,10,13,20,22,,,,,,,,,,,,,,,,,7,2,,,2,1,1,2,4,5,,3,6,1,600,600,3,4,5,6,,,,,,,,,5,1,3,1,1,1,1
1,2,10,20,,,,,,,,,,,,,,,,,,,5,1,3,,,3,1,4,5,,,7,6,1,60,60,1,2,3,4,5,,2,3,5,,,,4,4,2,1,3,7,3
1,2,10,20,,,,,,,,,,,,,,,,,,,5,2,,,2,3,1,4,,,,3,5,1,120,120,2,3,4,,,,2,,,,,,4,3,4,1,4,4,3
1,2,10,20,,,,,,,,,,,,,,,,,,,6,2,,,2,2,2,3,4,,,5,6,1,90,90,1,2,3,4,5,6,4,5,,,,,4,5,5,2,7,7,4
1,2,10,20,,,,,,,,,,,,,,,,,,,7,1,4,,,1,4,,,,,3,6,1,120,120,2,3,5,,,,5,,,,,,5,3,2,1,2,6,2
1,2,10,20,,,,,,,,,,,,,,,,,,,7,1,4,,,1,4,,,,,3,6,1,180,180,2,3,4,5,,,5,,,,,,5,3,1,2,3,6,2
1,2,10,20,,,,,,,,,,,,,,,,,,,7,1,5,,,1,1,4,,,,4,3,1,60,60,3,5,,,,,,,,,,,5,5,5,1,6,7,3
1,2,10,20,,,,,,,,,,,,,,,,,,,7,2,,,1,1,4,,,,,6,6,1,120,180,2,3,4,5,6,,2,5,,,,,4,5,4,2,3,6,2
1,2,10,20,,,,,,,,,,,,,,,,,,,7,2,,,1,1,4,,,,,6,8,1,60,60,3,4,5,6,,,,,,,,,4,3,3,1,2,4,3
1,2,10,20,,,,,,,,,,,,,,,,,,,7,2,,,2,1,1,3,4,,,2,2,1,240,480,1,2,3,4,5,6,2,3,5,,,,5,5,5,2,2,1,1
1,2,10,20,,,,,,,,,,,,,,,,,,,7,2,,,2,2,4,,,,,6,6,1,60,60,1,2,3,5,6,,1,4,5,,,,4,3,4,1,2,4,1
1,2,10,20,,,,,,,,,,,,,,,,,,,7,2,,,4,3,4,,,,,4,3,1,120,60,3,4,,,,,,,,,,,4,3,3,1,5,6,3
1,2,10,20,,,,,,,,,,,,,,,,,,,8,1,2,5,,6,1,,,,,6,8,2,,,1,2,,,,,2,5,,,,,2,3,2,1,6,3,2
1,2,10,20,,,,,,,,,,,,,,,,,,,8,2,,,1,1,4,,,,,6,6,1,180,180,3,4,5,6,,,,,,,,,5,4,5,2,3,4,3
1,2,10,20,22,,,,,,,,,,,,,,,,,,2,2,,,1,3,1,4,,,,6,3,1,120,240,2,3,4,6,,,2,5,,,,,5,2,5,2,2,7,3
1,2,10,20,22,,,,,,,,,,,,,,,,,,3,2,,,4,3,2,3,4,,,6,6,1,60,180,2,3,4,5,6,,1,2,3,5,6,,5,2,5,2,3,6,3
1,2,10,20,22,,,,,,,,,,,,,,,,,,4,2,,,3,1,4,,,,,6,4,1,120,120,1,2,3,4,5,,2,5,,,,,4,3,4,2,2,6,3
1,2,10,20,22,,,,,,,,,,,,,,,,,,5,2,,,3,1,4,,,,,5,6,1,90,120,3,5,6,,,,,,,,,,3,4,3,1,3,6,3
1,2,10,20,22,,,,,,,,,,,,,,,,,,6,2,,,3,1,4,,,,,6,6,1,60,180,1,2,3,4,5,,2,5,,,,,5,4,4,2,5,6,3
1,2,10,20,22,,,,,,,,,,,,,,,,,,6,2,,,4,1,4,,,,,6,6,1,480,480,3,5,,,,,,,,,,,3,4,5,2,1,2,1
1,2,10,20,22,,,,,,,,,,,,,,,,,,7,1,3,,,2,3,4,5,,,7,6,1,120,180,2,3,4,5,,,1,2,5,,,,4,2,5,1,2,1,1
1,2,10,20,22,,,,,,,,,,,,,,,,,,7,1,4,,,1,1,3,4,,,6,6,1,180,180,1,2,3,5,,,2,5,,,,,5,5,5,1,3,5,2
1,2,10,20,22,,,,,,,,,,,,,,,,,,7,1,4,,,1,2,3,4,,,5,4,1,120,240,1,2,3,4,5,6,3,5,,,,,4,4,5,1,3,5,3
1,2,10,20,22,,,,,,,,,,,,,,,,,,7,1,5,,,2,2,,,,,6,6,1,240,300,1,2,3,4,5,6,5,,,,,,5,3,4,2,3,1,1
1,2,10,20,22,,,,,,,,,,,,,,,,,,7,2,,,3,1,1,4,5,,,7,7,1,60,60,1,2,3,4,5,,2,5,,,,,4,4,5,1,4,5,3
1,2,10,20,22,,,,,,,,,,,,,,,,,,7,2,,,3,1,2,3,4,,,7,7,1,120,180,1,2,3,4,,,2,5,,,,,4,4,5,1,2,5,2
1,2,10,20,22,,,,,,,,,,,,,,,,,,7,2,,,3,2,1,,,,,7,3,1,60,60,1,2,3,4,5,,2,3,5,,,,4,4,5,2,2,5,3
1,2,10,20,22,24,,,,,,,,,,,,,,,,,1,1,3,,,1,4,,,,,5,5,1,60,90,4,,,,,,,,,,,,4,3,3,2,5,5,3
1,2,10,20,22,24,,,,,,,,,,,,,,,,,8,2,,,2,1,1,4,,,,6,6,1,180,120,2,3,,,,,2,5,,,,,4,4,4,1,5,5,3
1,2,10,20,22,25,,,,,,,,,,,,,,,,,6,2,,,1,1,4,,,,,5,4,1,120,120,1,2,3,4,5,6,2,5,,,,,5,4,5,2,3,6,3
1,2,10,20,25,,,,,,,,,,,,,,,,,,6,2,,,2,2,3,4,5,,,6,6,1,120,120,1,2,3,4,5,,2,5,,,,,5,4,4,1,3,4,1
1,2,10,20,25,,,,,,,,,,,,,,,,,,6,2,,,3,4,1,4,5,,,6,5,1,120,240,1,2,3,4,5,,5,,,,,,3,4,3,1,3,9,5
1,2,10,22,,,,,,,,,,,,,,,,,,,7,2,,,1,1,1,2,3,4,,5,4,1,150,150,2,3,4,5,6,,3,,,,,,4,5,4,2,2,7,5
1,2,10,25,,,,,,,,,,,,,,,,,,,7,2,,,2,1,1,4,,,,6,6,1,90,90,1,3,,,,,2,5,,,,,4,4,2,2,2,4,1
1,2,13,20,22,,,,,,,,,,,,,,,,,,8,2,,,2,1,1,4,,,,6,6,1,50,120,1,2,3,4,5,6,1,2,3,4,5,6,3,4,4,2,3,7,3
1,2,15,20,25,,,,,,,,,,,,,,,,,,7,2,,,5,2,1,,,,,6,5,1,240,720,1,4,5,6,,,2,,,,,,3,3,2,1,3,5,1
1,2,20,,,,,,,,,,,,,,,,,,,,4,1,3,,,1,4,,,,,5,6,1,60,120,3,4,5,,,,,,,,,,5,5,1,1,3,4,5
1,2,20,,,,,,,,,,,,,,,,,,,,4,1,4,,,1,4,,,,,6,6,1,180,240,1,2,3,4,5,6,1,2,5,,,,5,5,3,1,4,4,3
1,2,20,,,,,,,,,,,,,,,,,,,,4,1,4,,,4,3,4,,,,6,6,1,90,120,1,2,3,4,5,6,2,3,5,,,,4,4,2,1,4,7,3
1,2,20,,,,,,,,,,,,,,,,,,,,4,2,,,1,1,1,4,,,,6,6,1,60,60,1,2,3,4,5,,1,3,5,,,,5,4,2,1,3,6,3
1,2,20,,,,,,,,,,,,,,,,,,,,4,2,,,1,1,4,,,,,3,6,1,60,120,2,3,4,5,6,,1,2,5,,,,5,2,5,1,4,5,4
1,2,20,,,,,,,,,,,,,,,,,,,,4,2,,,2,1,1,4,,,,3,6,1,180,300,2,3,4,5,6,,3,,,,,,2,2,3,2,2,5,3
1,2,20,,,,,,,,,,,,,,,,,,,,4,2,,,2,4,4,,,,,3,8,1,90,0,1,2,3,5,,,2,,,,,,4,4,3,1,4,7,3
1,2,20,,,,,,,,,,,,,,,,,,,,4,2,,,3,1,1,4,,,,6,3,1,60,120,2,3,4,5,6,,3,5,,,,,4,4,3,1,3,6,2
1,2,20,,,,,,,,,,,,,,,,,,,,4,2,,,3,2,3,4,5,,,6,5,1,90,60,3,5,,,,,,,,,,,4,4,4,2,2,4,3
1,2,20,,,,,,,,,,,,,,,,,,,,5,1,4,,,4,1,4,,,,3,3,1,0,120,1,2,3,6,,,2,5,6,,,,5,4,3,1,4,7,3
1,2,20,,,,,,,,,,,,,,,,,,,,5,2,,,1,2,2,4,,,,5,4,1,60,120,6,,,,,,,,,,,,4,3,2,1,4,4,3
1,2,20,,,,,,,,,,,,,,,,,,,,5,2,,,1,3,4,,,,,6,6,1,120,180,3,4,,,,,,,,,,,4,3,3,1,3,4,1
1,2,20,,,,,,,,,,,,,,,,,,,,5,2,,,3,1,4,,,,,5,6,1,300,300,1,2,3,4,5,6,1,,,,,,5,5,4,2,6,4,3
1,2,20,,,,,,,,,,,,,,,,,,,,5,2,,,3,2,1,3,4,,,6,5,1,60,120,1,2,3,4,5,6,2,3,5,,,,4,4,3,1,3,3,1
1,2,20,,,,,,,,,,,,,,,,,,,,5,2,,,3,2,4,5,,,,6,4,1,60,120,2,3,5,6,,,5,,,,,,3,3,3,2,1,3,3
1,2,20,,,,,,,,,,,,,,,,,,,,5,2,,,3,3,1,,,,,3,8,1,60,0,1,2,3,4,5,,2,5,,,,,4,4,3,1,6,3,2
1,2,20,,,,,,,,,,,,,,,,,,,,5,2,,,4,3,1,3,4,,,5,5,1,120,180,2,3,4,5,6,,2,5,,,,,4,4,3,2,2,3,1
1,2,20,,,,,,,,,,,,,,,,,,,,5,2,,,4,3,1,4,,,,5,4,1,120,300,1,2,3,4,5,,2,3,6,,,,4,4,4,1,3,7,4
1,2,20,,,,,,,,,,,,,,,,,,,,6,2,,,3,2,4,,,,,6,3,1,180,300,1,2,3,4,5,6,1,3,5,,,,4,4,4,2,3,3,1
1,2,20,,,,,,,,,,,,,,,,,,,,6,2,,,4,2,4,5,,,,4,4,1,30,120,1,2,3,4,5,6,2,,,,,,3,4,4,2,2,3,5
1,2,20,,,,,,,,,,,,,,,,,,,,7,1,3,,,1,1,4,,,,6,6,1,120,180,1,2,3,5,,,2,5,,,,,4,4,4,1,4,5,2
1,2,20,,,,,,,,,,,,,,,,,,,,7,1,3,,,4,1,4,,,,5,5,1,60,120,3,4,5,,,,,,,,,,3,3,3,1,5,4,3
1,2,20,,,,,,,,,,,,,,,,,,,,7,1,4,,,1,1,2,4,,,6,6,1,120,120,3,6,,,,,,,,,,,4,4,2,1,5,6,2
1,2,20,,,,,,,,,,,,,,,,,,,,7,1,4,,,1,1,4,,,,7,7,1,120,180,1,2,3,5,,,3,5,,,,,4,4,4,2,4,5,2
1,2,20,,,,,,,,,,,,,,,,,,,,7,1,4,,,1,3,4,,,,5,4,1,60,60,3,4,5,6,,,,,,,,,4,4,3,2,4,4,1
1,2,20,,,,,,,,,,,,,,,,,,,,7,1,4,,,1,4,,,,,6,6,1,300,300,3,5,6,,,,,,,,,,3,4,4,1,2,3,1
1,2,20,,,,,,,,,,,,,,,,,,,,7,1,4,,,2,1,3,4,,,6,6,1,60,120,1,2,3,,,,5,,,,,,4,4,4,1,3,5,2
1,2,20,,,,,,,,,,,,,,,,,,,,7,1,4,,,2,1,3,4,,,6,6,1,60,120,1,2,3,,,,5,,,,,,4,4,4,2,3,5,2
1,2,20,,,,,,,,,,,,,,,,,,,,7,1,5,,,1,4,5,,,,5,5,1,120,120,3,4,5,,,,,,,,,,5,5,5,1,2,4,5
1,2,20,,,,,,,,,,,,,,,,,,,,7,2,,,1,1,2,,,,,6,6,1,120,120,3,,,,,,,,,,,,5,5,3,1,5,3,5
1,2,20,,,,,,,,,,,,,,,,,,,,7,2,,,2,1,1,4,,,,5,5,1,180,300,1,2,3,4,,,1,2,4,5,,,3,4,5,1,2,4,1
1,2,20,,,,,,,,,,,,,,,,,,,,7,2,,,2,1,1,4,,,,6,1,1,90,120,2,3,5,,,,2,5,,,,,5,3,5,1,3,6,2
